Ticker,Industry,Sector,Address1,Address2,City,Zip,State,EarningDate1,EarningDate2,Cik,Isin,Cusip,WebSite,Sensibility
CD,Information Technology Services,Technology,No. 47 Laiguangying East Road,Chaoyang District,Beijing,100012,,,,0001807192,US16955F1075,16955F107,chindatagroup.com,Cyclical
CDAY,Software - Application,Technology,3311 East Old Shakopee Road,,Minneapolis,55425-1640,MN,,,0001725057,US15677J1088,15677J108,ceridian.com,Cyclical
CDNS,Software - Application,Technology,Building 5,2655 Seely Avenue,San Jose,95134,CA,,,0000813672,US1273871087,127387108,cadence.com,Cyclical
CDP,REIT - Office,Real Estate,6711 Columbia Gateway Drive,Suite 300,Columbia,21046-2383,MD,,,,,,copt.com,Cyclical
CDW,Information Technology Services,Technology,200 North Milwaukee Avenue,,Vernon Hills,60061,IL,,,0001402057,US12514G1085,12514G108,cdw.com,Cyclical
CE,Chemicals,Basic Materials,222 West Las Colinas Boulevard,Suite 900N,Irving,75039-5421,TX,,,0001306830,US1508701034,150870103,celanese.com,Cyclical
CEG,Utilities - Renewable,Utilities,1310 Point Street,,Baltimore,21231-3380,MD,,,0001868275,US21037T1097,21037T109,constellationenergy.com,Defensive
CEIX,Thermal Coal,Energy,275 Technology Drive,Suite 101,Canonsburg,15317-9565,PA,,,0001710366,US20854L1089,20854L108,consolenergy.com,Cyclical
CELH,Beverages - Non-Alcoholic,Consumer Defensive,2424 North Federal Highway,Suite 208,Boca Raton,33431,FL,,,0001341766,US15118V2079,15118V207,celsiusholdingsinc.com,Defensive
CENT,Packaged Foods,Consumer Defensive,1340 Treat Boulevard,Suite 600,Walnut Creek,94597,CA,,,0000887733,US1535271068,153527106,central.com,Defensive
CENTA,Packaged Foods,Consumer Defensive,1340 Treat Boulevard,Suite 600,Walnut Creek,94597,CA,,,,,,central.com,Defensive
CEQP,Oil & Gas Midstream,Energy,811 Main Street,Suite 3400,Houston,77002,TX,,,0001136352,US2263442087,226344208,crestwoodlp.com,Cyclical
CERE,Biotechnology,Healthcare,222 Jacobs Street,Suite 200,Cambridge,02141,MA,,,0001805387,US15678U1280,15678U128,cerevel.com,Defensive
CERT,Health Information Services,Healthcare,100 Overlook Center,Suite 101,Princeton,08540,NJ,,,0001827090,US15687V1098,15687V109,certara.com,Defensive
CF,Agricultural Inputs,Basic Materials,4 Parkway North,Suite 400,Deerfield,60015,IL,,,0001324404,US1252691001,125269100,cfindustries.com,Cyclical
CFG,Banks - Regional,Financial Services,One Citizens Plaza,,Providence,02903,RI,,,0000759944,US1746101054,174610105,citizensbank.com,Cyclical
CFLT,Software - Infrastructure,Technology,899 West Evelyn Avenue,,Mountain View,94041,CA,,,0001699838,US20717M1036,20717M103,confluent.io,Cyclical
CFR,Banks - Regional,Financial Services,111 West Houston Street,,San Antonio,78205,TX,,,0000039263,US2298991090,229899109,frostbank.com,Cyclical
CG,Asset Management,Financial Services,"1001 Pennsylvania Avenue, NW",,Washington,20004-2505,DC,,,0001527166,US14316J1088,14316J108,carlyle.com,Cyclical
CGNX,Scientific & Technical Instruments,Technology,One Vision Drive,,Natick,01760-2059,MA,,,0000851205,US1924221039,192422103,cognex.com,Cyclical
CHD,Household & Personal Products,Consumer Defensive,Princeton South Corporate Center,500 Charles Ewing Boulevard,Ewing,08628,NJ,,,0000313927,US1713401024,171340102,churchdwight.com,Cyclical
CHDN,Gambling,Consumer Cyclical,600 North Hurstbourne Parkway,Suite 400,Louisville,40222,KY,,,0000020212,US1714841087,171484108,churchilldownsincorporated.com,Cyclical
CHE,Medical Care Facilities,Healthcare,255 East Fifth Street,Suite 2600,Cincinnati,45202-4726,OH,,,0000019584,US16359R1032,16359R103,chemed.com,Defensive
CHH,Lodging,Consumer Cyclical,1 Choice Hotels Circle,Suite 400,Rockville,20850,MD,,,0001046311,US1699051066,169905106,choicehotels.com,Cyclical
CHK,Oil & Gas E&P,Energy,6100 North Western Avenue,,Oklahoma City,73118,OK,,,0000895126,US1651671075,165167735,chk.com,Cyclical
CHKP,Software - Infrastructure,Technology,5 Shlomo Kaplan Street,,Tel Aviv,6789159,,,,0001015922,IL0010824113,M22465104,checkpoint.com,Cyclical
CHRD,Oil & Gas E&P,Energy,1001 Fannin Street,Suite 1500,Houston,77002,TX,,,0001486159,,674215207,chordenergy.com,Cyclical
CHRW,Integrated Freight & Logistics,Industrials,14701 Charlson Road,,Eden Prairie,55347-5076,MN,,,0001043277,US12541W2098,12541W209,chrobinson.com,Cyclical
CHT,Telecom Services,Communication Services,"No. 21-3, Xinyi Road",Section 1 Zhongzheng District,Taipei,100,,,,0001132924,US17133Q5027,17133Q502,cht.com.tw,Cyclical
CHTR,Telecom Services,Communication Services,400 Washington Boulevard,,Stamford,06902,CT,,,0001091667,US16119P1084,16119P108,corporate.charter.com,Cyclical
CHWY,Internet Retail,Consumer Cyclical,7700 West Sunrise Boulevard,,Plantation,33322,FL,,,0001766502,US16679L1098,16679L109,chewy.com,Cyclical
CHX,Oil & Gas Equipment & Services,Energy,Building 4,"Suite 1200, 12th Floor 2445 Technology Forest Boulevard",The Woodlands,77381,TX,,,0001723089,US15872M1045,15872M104,championx.com,Cyclical
CI,Healthcare Plans,Healthcare,900 Cottage Grove Road,,Bloomfield,06002,CT,,,0001739940,US1255231003,125523100,cigna.com,Defensive
CIEN,Communication Equipment,Technology,7035 Ridge Road,,Hanover,21076,MD,,,0000936395,US1717793095,171779309,ciena.com,Both
CIG,Utilities - Diversified,Utilities,"Avenida Barbacena, 1200",,Belo Horizonte,30190-131,MG,,,0001157557,US2044096012,204409601,cemig.com.br,Defensive
CIGI,Real Estate Services,Real Estate,1140 Bay Street,Suite 4000,Toronto,M5S 2B4,ON,,,0000913353,CA1946931070,194693107,colliers.com,Cyclical
CINF,Insurance - Property & Casualty,Financial Services,6200 South Gilmore Road,,Fairfield,45014-5141,OH,,,0000020286,US1720621010,172062101,cinfin.com,Cyclical
CIVI,Oil & Gas E&P,Energy,555 17th Street,Suite 3700,Denver,80202,CO,,,0001509589,US17888H1032,17888H103,civitasresources.com,Cyclical
CL,Household & Personal Products,Consumer Defensive,300 Park Avenue,,New York,10022-7499,NY,,,0000021665,US1941621039,194162103,colgatepalmolive.com,Cyclical
CLF,Steel,Basic Materials,200 Public Square,Suite 3300,Cleveland,44114-2315,OH,,,0000764065,US1858991011,185899101,clevelandcliffs.com,Cyclical
CLH,Waste Management,Industrials,42 Longwater Drive,,Norwell,02061-9149,MA,,,0000822818,US1844961078,184496107,cleanharbors.com,Cyclical
CLS,Electronic Components,Technology,5140 Yonge Street,Suite 1900,Toronto,M2N 6L7,ON,,,,,,celestica.com,Cyclical
CLVT,Information Technology Services,Technology,70 St. Mary Axe,,London,EC3A 8BE,,,,0001764046,JE00BJJN4441,G21810109,clarivate.com,Cyclical
CLX,Household & Personal Products,Consumer Defensive,1221 Broadway,,Oakland,94612-1888,CA,,,0000021076,US1890541097,189054109,thecloroxcompany.com,Cyclical
CM,Banks - Diversified,Financial Services,81 Bay Street,CIBC Square,Toronto,M5J 0E7,ON,,,0001045520,CA1360691010,136069101,cibc.com,Cyclical
CMA,Banks - Regional,Financial Services,Comerica Bank Tower,1717 Main Street,Dallas,75201-6404,TX,,,0000028412,US2003401070,200340107,comerica.com,Cyclical
CMC,Steel,Basic Materials,6565 N. MacArthur Blvd.,Suite 800,Irving,75039,TX,,,0000022444,US2017231034,201723103,cmc.com,Cyclical
CMCSA,Telecom Services,Communication Services,One Comcast Center,,Philadelphia,19103-2838,PA,,,0001166691,US20030N1019,20030N101,corporate.comcast.com,Cyclical
CME,Financial Data & Stock Exchanges,Financial Services,20 South Wacker Drive,,Chicago,60606,IL,,,0001156375,US12572Q1058,12572Q105,cmegroup.com,Cyclical
CMG,Restaurants,Consumer Cyclical,610 Newport Center Drive,Suite 1100,Newport Beach,92660,CA,,,0001058090,US1696561059,169656105,chipotle.com,Cyclical
CMI,Specialty Industrial Machinery,Industrials,500 Jackson Street,Box 3005,Columbus,47202-3005,IN,,,0000026172,US2310211063,231021106,cummins.com,Cyclical
CMS,Utilities - Regulated Electric,Utilities,One Energy Plaza,,Jackson,49201,MI,,,0000811156,US1258961002,125896100,cmsenergy.com,Defensive
CNA,Insurance - Property & Casualty,Financial Services,151 North Franklin Street,Floor 9,Chicago,60606,IL,,,0000021175,US1261171003,126117100,cna.com,Cyclical
CNC,Healthcare Plans,Healthcare,Centene Plaza,7700 Forsyth Boulevard,Saint Louis,63105,MO,,,0001071739,US15135B1017,15135B101,centene.com,Defensive
CNHI,Farm & Heavy Construction Machinery,Industrials,25 St. James's Street,,London,SW1A 1HA,,,,0001567094,NL0010545661,N20944109,cnhindustrial.com,Cyclical
CNI,Railroads,Industrials,935 de La Gauchetiere Street West,,Montreal,H3B 2M9,QC,,,0000016868,CA1363751027,136375102,cn.ca,Both
CNM,Industrial Distribution,Industrials,1830 Craig Park Court,,Saint Louis,63146,MO,,,0001856525,US21874C1027,21874C102,coreandmain.com,Cyclical
CNMD,Medical Devices,Healthcare,11311 Concept Boulevard,,Largo,33773-4908,FL,,,0000816956,US2074101013,207410101,conmed.com,Defensive
CNO,Insurance - Life,Financial Services,11825 North Pennsylvania Street,,Carmel,46032,IN,,,0001224608,US12621E1038,12621E103,cnoinc.com,Cyclical
CNP,Utilities - Regulated Electric,Utilities,1111 Louisiana Street,,Houston,77002,TX,,,0001130310,US15189T1079,15189T107,centerpointenergy.com,Defensive
CNQ,Oil & Gas E&P,Energy,"2100, 855 - 2nd Street S.W.",,Calgary,T2P 4J8,AB,,,0001017413,CA1363851017,136385101,cnrl.com,Cyclical
CNS,Asset Management,Financial Services,280 Park Avenue,10th Floor,New York,10017,NY,,,0001284812,US19247A1007,19247A100,cohenandsteers.com,Cyclical
CNX,Oil & Gas E&P,Energy,CNX Center,1000 CONSOL Energy Drive,Canonsburg,15317-6506,PA,,,0001070412,US12653C1080,12653C108,cnx.com,Cyclical
CNXC,Information Technology Services,Technology,39899 Balentine Drive,,Newark,94560,CA,,,0001803599,US20602D1019,20602D101,concentrix.com,Cyclical
COF,Credit Services,Financial Services,1680 Capital One Drive,,McLean,22102,VA,,,0000927628,US14040H1059,14040H105,capitalone.com,Cyclical
COHR,Scientific & Technical Instruments,Technology,375 Saxonburg Boulevard,,Saxonburg,16056,PA,,,0000820318,,,coherent.com,Cyclical
COIN,Financial Data & Stock Exchanges,Financial Services,1209 Orange Street,,Wilmington,19801,DE,,,0001679788,US19260Q1076,19260Q107,coinbase.com,Cyclical
COKE,Beverages - Non-Alcoholic,Consumer Defensive,4100 Coca-Cola Plaza,,Charlotte,28211,NC,,,0000317540,US1910981026,191098102,cokeconsolidated.com,Defensive
COLB,Banks - Regional,Financial Services,1301 A Street,Suite 800 P.O. Box 2156,Tacoma,98402-4200,WA,,,0000887343,US1972361026,197236102,columbiabankingsystem.com,Cyclical
COLD,REIT - Industrial,Real Estate,10 Glenlake Parkway South Tower,Suite 600,Atlanta,30328-7250,GA,,,0001455863,US03064D1081,03064D108,americold.com,Cyclical
COLM,Apparel Manufacturing,Consumer Cyclical,14375 Northwest Science Park Drive,,Portland,97229,OR,,,0001050797,US1985161066,198516106,columbia.com,Cyclical
COO,Medical Instruments & Supplies,Healthcare,6101 Bollinger Canyon Road,Suite 500,San Ramon,94583,CA,,,0000711404,US2166484020,216648402,coopercos.com,Defensive
COOP,Mortgage Finance,Financial Services,8950 Cypress Waters Boulevard,,Coppell,75019,TX,,,0000933136,US62482R1077,62482R107,mrcoopergroup.com,Cyclical
COP,Oil & Gas E&P,Energy,925 North Eldridge Parkway,,Houston,77079-2703,TX,,,0001163165,US20825C1045,20825C104,conocophillips.com,Cyclical
COR,Medical Distribution,Healthcare,1 West First Avenue,,Conshohocken,19428-1800,PA,,,,,,amerisourcebergen.com,Defensive
CORT,Biotechnology,Healthcare,149 Commonwealth Drive,,Menlo Park,94025,CA,,,0001088856,US2183521028,218352102,corcept.com,Defensive
COST,Discount Stores,Consumer Defensive,999 Lake Drive,,Issaquah,98027,WA,,,0000909832,US22160K1051,22160K105,costco.com,Defensive
COTY,Household & Personal Products,Consumer Defensive,350 Fifth Avenue,,New York,10118,NY,,,0001024305,US2220702037,222070203,coty.com,Cyclical
COUR,Education & Training Services,Consumer Defensive,381 East Evelyn Avenue,,Mountain View,94041,CA,,,,,,coursera.org,Defensive
CP,Railroads,Industrials,7550 Ogden Dale Road S.E.,,Calgary,T2C 4X9,AB,,,0000016875,CA13645T1003,13645T100,cpr.ca,Both
CPA,Airlines,Industrials,Boulevard Costa del Este,"Av. Principal y Av. de la Rotonda UrbanizaciOn Costa del Este Complejo Business Park,Torre Norte, Parq",Panama City,0816-06819,,,,0001345105,PAP310761054,P31076105,copa.gcs-web.com,Cyclical
CPB,Packaged Foods,Consumer Defensive,1 Campbell Place,,Camden,08103-1799,NJ,,,0000016732,US1344291091,134429109,campbellsoupcompany.com,Defensive
CPE,Oil & Gas E&P,Energy,One Briarlake Plaza,2000 West Sam Houston Parkway South Suite 2000,Houston,77042,TX,,,0000928022,US13123X1028,13123X508,callon.com,Cyclical
CPG,Oil & Gas E&P,Energy,585 –8th Avenue SW,Suite 2000,Calgary,T2P 1G1,AB,,,0001545851,CA22576C1014,22576C101,crescentpointenergy.com,Cyclical
CPNG,Internet Retail,Consumer Cyclical,720 Olive Way,Suite 600,Seattle,98101,WA,,,0001834584,US22266T1097,22266T109,aboutcoupang.com,Cyclical
CPRI,Luxury Goods,Consumer Cyclical,90 Whitfield Street,2nd Floor,London,W1T 4EZ,,,,0001530721,VGG1890L1076,G1890L107,capriholdings.com,Cyclical
CPRT,Specialty Business Services,Industrials,14185 Dallas Parkway,Suite 300,Dallas,75254,TX,,,0000900075,US2172041061,217204106,copart.com,Cyclical
CPT,REIT - Residential,Real Estate,11 Greenway Plaza,Suite 2400,Houston,77046-1124,TX,,,0000906345,US1331311027,133131102,camdenliving.com,Cyclical
CQP,Oil & Gas Midstream,Energy,700 Milam Street,Suite 1900,Houston,77002,TX,,,0001383650,US16411Q1013,16411Q101,cqpir.cheniere.com,Cyclical
CR,Specialty Industrial Machinery,Industrials,100 First Stamford Place,,Stamford,06902,CT,,,0000025445,US2243991054,224441105,craneco.com,Cyclical
CRBG,Asset Management,Financial Services,2919 Allen Parkway,Woodson Tower,Houston,77019,TX,,,0001889539,US21871X1090,21871X109,corebridgefinancial.com,Cyclical
CRC,Oil & Gas E&P,Energy,1 World Trade Center,Suite 1500,Long Beach,90831,CA,,,0001609253,US13057Q3056,13057Q305,crc.com,Cyclical
CRDO,Communication Equipment,Technology,110 Rio Robles,,San Jose,95134,CA,,,0001807794,KYG254571055,G25457105,credosemi.com,Both
CRGY,Oil & Gas E&P,Energy,600 Travis Street,Suite 7200,Houston,77002,TX,,,,,,crescentenergyco.com,Cyclical
CRH,Building Materials,Basic Materials,Stonemason’s Way,Rathfarnham,Dublin,D16 KH51,,,,0000849395,US12626K2033,12626K203,crh.com,Cyclical
CRI,Apparel Retail,Consumer Cyclical,Phipps Tower,Suite 1800 3438 Peachtree Road NE,Atlanta,30326,GA,,,0001060822,US1462291097,146229109,carters.com,Cyclical
CRK,Oil & Gas E&P,Energy,Comstock Tower,Suite 500 5300 Town and Country Boulevard,Frisco,75034,TX,,,0000023194,US2057683029,205768302,comstockresources.com,Cyclical
CRL,Diagnostics & Research,Healthcare,251 Ballardvale Street,,Wilmington,01887,MA,,,0001100682,US1598641074,159864107,criver.com,Defensive
CRM,Software - Application,Technology,Salesforce Tower,3rd Floor 415 Mission Street,San Francisco,94105,CA,,,0001108524,US79466L3024,79466L302,salesforce.com,Cyclical
CROX,Footwear & Accessories,Consumer Cyclical,13601 Via Varra,,Broomfield,80020,CO,,,0001334036,US2270461096,227046109,crocs.com,Cyclical
CRS,Metal Fabrication,Industrials,1735 Market Street,15th Floor,Philadelphia,19103,PA,,,0000017843,US1442851036,144285103,carpentertechnology.com,Cyclical
CRSP,Biotechnology,Healthcare,Baarerstrasse 14,,Zug,6300,,,,0001674416,CH0334081137,H17182108,crisprtx.com,Defensive
CRUS,Semiconductors,Technology,800 West 6th Street,,Austin,78701,TX,,,0000772406,US1727551004,172755100,cirrus.com,Cyclical
CRVL,Insurance Brokers,Financial Services,5128 Apache Plume Road,Suite 400,Fort Worth,76109,TX,,,0000874866,US2210061097,221006109,corvel.com,Cyclical
CRWD,Software - Infrastructure,Technology,206 East 9th Street,Suite 1400,Austin,78701,TX,,,0001535527,US22788C1053,22788C105,crowdstrike.com,Cyclical
CSCO,Communication Equipment,Technology,170 West Tasman Drive,,San Jose,95134-1706,CA,,,0000858877,US17275R1023,17275R102,cisco.com,Both
CSGP,Real Estate Services,Real Estate,"1331 L Street, NW",,Washington,20005,DC,,,0001057352,US22160N1090,22160N109,costargroup.com,Cyclical
CSL,Building Products & Equipment,Industrials,16430 North Scottsdale Road,Suite 400,Scottsdale,85254,AZ,,,0000790051,US1423391002,142339100,carlisle.com,Cyclical
CSTM,Aluminum,Basic Materials,Washington Plaza,40-44 Rue Washington,Paris,75008,,,,0001563411,FR0013467479,F21107101,constellium.com,Cyclical
CSWI,Specialty Industrial Machinery,Industrials,5420 Lyndon B. Johnson Freeway,Suite 500,Dallas,75240,TX,,,0001624794,US1264021064,126402106,cswindustrials.com,Cyclical
CSX,Railroads,Industrials,500 Water Street,15th Floor,Jacksonville,32202,FL,,,0000277948,US1264081035,126408103,csx.com,Both
CTAS,Specialty Business Services,Industrials,6800 Cintas Boulevard,PO Box 625737,Cincinnati,45262-5737,OH,,,0000723254,US1729081059,172908105,cintas.com,Cyclical
CTLT,Drug Manufacturers - Specialty & Generic,Healthcare,14 Schoolhouse Road,,Somerset,08873,NJ,,,0001596783,US1488061029,148806102,catalent.com,Defensive
CTRA,Oil & Gas E&P,Energy,Three Memorial City Plaza,Suite 1400 840 Gessner Road,Houston,77024,TX,,,0000858470,US1270971039,127097103,coterra.com,Cyclical
CTRE,REIT - Healthcare Facilities,Real Estate,905 Calle Amanecer,Suite 300,San Clemente,92673-6277,CA,,,,,,caretrustreit.com,Cyclical
CTSH,Information Technology Services,Technology,300 Frank West Burr Boulevard,,Teaneck,07666,NJ,,,0001058290,US1924461023,192446102,cognizant.com,Cyclical
CTVA,Agricultural Inputs,Basic Materials,9330 Zionsville Road,,Indianapolis,46268,IN,,,0001755672,US22052L1044,22052L104,corteva.com,Cyclical
CUBE,REIT - Industrial,Real Estate,5 Old Lancaster Road,,Malvern,19355-2132,PA,,,0001298675,US2296631094,229663109,cubesmart.com,Cyclical
CUZ,REIT - Office,Real Estate,3344 Peachtree Road NE,Suite 1800,Atlanta,30326-4802,GA,,,0000025232,US2227955026,222795502,cousins.com,Cyclical
CVBF,Banks - Regional,Financial Services,701 North Haven Avenue,Suite 350,Ontario,91764,CA,,,,,,cbbank.com,Cyclical
CVCO,Residential Construction,Consumer Cyclical,3636 North Central Avenue,Suite 1200,Phoenix,85012,AZ,,,0000278166,US1495681074,149568107,cavco.com,Cyclical
CVE,Oil & Gas Integrated,Energy,"4100, 225 – 6 Avenue SW",PO Box 766,Calgary,T2P 0M5,AB,,,0001475260,CA15135U1093,15135U109,cenovus.com,Cyclical
CVI,Oil & Gas Refining & Marketing,Energy,2277 Plaza Drive,Suite 500,Sugar Land,77479,TX,,,0001376139,US12662P1084,12662P108,cvrenergy.com,Cyclical
CVLT,Software - Application,Technology,1 Commvault Way,,Tinton Falls,07724,NJ,,,0001169561,US2041661024,204166102,commvault.com,Cyclical
CVNA,Auto & Truck Dealerships,Consumer Cyclical,300 East Rio Salado Parkway,,Tempe,85281,AZ,,,0001690820,US1468691027,146869102,carvana.com,Cyclical
CVS,Healthcare Plans,Healthcare,One CVS Drive,,Woonsocket,02895,RI,,,0000064803,US1266501006,126650100,cvshealth.com,Defensive
CVX,Oil & Gas Integrated,Energy,6001 Bollinger Canyon Road,,San Ramon,94583-2324,CA,,,0000093410,US1667641005,166764100,chevron.com,Cyclical
CW,Aerospace & Defense,Industrials,130 Harbour Place Drive,Suite 300,Davidson,28036,NC,,,0000026324,US2315611010,231561101,curtisswright.com,Defensive
CWAN,Software - Application,Technology,777 W. Main Street,Suite 900,Boise,83702,ID,,,0001866368,US1851231068,185123106,clearwateranalytics.com,Cyclical
CWEN,Utilities - Renewable,Utilities,300 Carnegie Center,Suite 300,Princeton,08540,NJ,,,0001567683,US18539C2044,18539C204,clearwayenergy.com,Defensive
CWENA,Utilities - Renewable,Utilities,300 Carnegie Center,Suite 300,Princeton,08540,NJ,,,,,,clearwayenergy.com,Defensive
CWST,Waste Management,Industrials,25 Green Hill Lane,,Rutland,05701,VT,,,0000911177,US1474481041,147448104,casella.com,Cyclical
CWT,Utilities - Regulated Water,Utilities,1720 North First Street,,San Jose,95112-4598,CA,,,0001035201,US1307881029,130788102,calwatergroup.com,Defensive
CX,Building Materials,Basic Materials,Avenida Ricardo Margáin Zozaya #325,Colonia Valle del Campestre,San Pedro Garza García,66265,NL,,,0001076378,US1512908898,151290889,cemex.com,Cyclical
CXM,Software - Application,Technology,29 West 35th Street,7th Floor,New York,10001,NY,,,0001569345,US85208T1079,85208T107,sprinklr.com,Cyclical
CXT,Specialty Industrial Machinery,Industrials,950 Winter Street,4th Floor,Waltham,02451,MA,,,0000025445,,,cranenxt.com,Cyclical
CYBR,Software - Infrastructure,Technology,9 Hapsagot Street,Park Ofer B PO Box 3143,Petah Tikva,4951040,,,,0001598110,IL0011334468,M2682V108,cyberark.com,Cyclical
CYTK,Biotechnology,Healthcare,350 Oyster Point Boulevard,,South San Francisco,94080,CA,,,0001061983,US23282W6057,23282W605,cytokinetics.com,Defensive
CZR,Resorts & Casinos,Consumer Cyclical,100 West Liberty Street,12th Floor,Reno,89501,NV,,,0001590895,US12769G1004,12769G100,caesars.com,Cyclical
D,Utilities - Regulated Electric,Utilities,120 Tredegar Street,,Richmond,23219,VA,,,0000715957,US25746U1097,25746U109,dominionenergy.com,Defensive
DAL,Airlines,Industrials,PO Box 20706,,Atlanta,30320-6001,GA,,,0000027904,US2473617023,247361702,delta.com,Cyclical
DAR,Packaged Foods,Consumer Defensive,5601 North MacArthur Boulevard,,Irving,75038,TX,,,0000916540,US2372661015,237266101,darlingii.com,Defensive
DASH,Internet Content & Information,Communication Services,South Tower,8th Floor 303 2nd Street,San Francisco,94107,CA,,,0001792789,US25809K1051,25809K105,doordash.com,Cyclical
DAVA,Software - Infrastructure,Technology,125 Old Broad Street,,London,EC2N 1AR,,,,0001656081,US29260V1052,29260V105,endava.com,Cyclical
DB,Banks - Regional,Financial Services,Taunusanlage 12,,Frankfurt am Main,60325,,,,0001159508,DE0005140008,D18190898,db.com,Cyclical
DBC,,,,,,,,,,0001328237,,46138B103,,
DBRG,Real Estate Services,Real Estate,750 Park of Commerce Drive,Suite 210,Boca Raton,33487-3650,FL,,,0001679688,US25401T1088,25401T108,digitalbridge.com,Cyclical
DBX,Software - Infrastructure,Technology,1800 Owens Street,,San Francisco,94158,CA,,,0001467623,US26210C1045,26210C104,dropbox.com,Cyclical
DCI,Specialty Industrial Machinery,Industrials,1400 West 94th Street,,Bloomington,55431,MN,,,0000029644,US2576511099,257651109,donaldson.com,Cyclical
DD,Specialty Chemicals,Basic Materials,Building 730,974 Centre Road,Wilmington,19805,DE,,,0001666700,US26614N1028,26614N102,dupont.com,Cyclical
DDOG,Software - Application,Technology,620 8th Avenue,45th Floor,New York,10018,NY,,,0001561550,US23804L1035,23804L103,datadoghq.com,Cyclical
DDS,Department Stores,Consumer Cyclical,1600 Cantrell Road,,Little Rock,72201,AR,,,0000028917,US2540671011,254067101,dillards.com,Cyclical
DE,Farm & Heavy Construction Machinery,Industrials,One John Deere Place,,Moline,61265,IL,,,0000315189,US2441991054,244199105,deere.com,Cyclical
DECK,Footwear & Accessories,Consumer Cyclical,250 Coromar Drive,,Goleta,93117,CA,,,0000910521,US2435371073,243537107,deckers.com,Cyclical
DELL,Computer Hardware,Technology,One Dell Way,,Round Rock,78682,TX,,,0001571996,US24703L2025,24703L202,delltechnologies.com,Cyclical
DEM,,,,,,,,,,0001350487,US97717W3152,97717W315,,
DEN,Oil & Gas E&P,Energy,5851 Legacy Circle,Suite 1200,Plano,75024,TX,,,0000945764,US24790A1016,24790A101,denbury.com,Cyclical
DEO,Beverages - Wineries & Distilleries,Consumer Defensive,16 Great Marlborough Street,Park Royal,London,W1F 7HS,,,,0000835403,US25243Q2057,25243Q205,diageo.com,Defensive
DFS,Credit Services,Financial Services,2500 Lake Cook Road,,Riverwoods,60015,IL,,,0001393612,US2547091080,254709108,discover.com,Cyclical
DG,Discount Stores,Consumer Defensive,100 Mission Ridge,,Goodlettsville,37072,TN,,,0000029534,US2566771059,256677105,dollargeneral.com,Defensive
DGX,Diagnostics & Research,Healthcare,500 Plaza Drive,,Secaucus,07094,NJ,,,0001022079,US74834L1008,74834L100,questdiagnostics.com,Defensive
DHI,Residential Construction,Consumer Cyclical,1341 Horton Circle,,Arlington,76011,TX,,,0000882184,US23331A1097,23331A109,drhorton.com,Cyclical
DHR,Diagnostics & Research,Healthcare,"2200 Pennsylvania Avenue, North West",Suite 800 West,Washington,20037-1701,DC,,,0000313616,US2358511028,235851102,danaher.com,Defensive
DIA,,,,,,,,,,0001041130,US78467X1090,78467X109,,
DINO,Oil & Gas Refining & Marketing,Energy,2828 North Harwood,Suite 1300,Dallas,75201,TX,,,0001915657,,403949100,hfsinclair.com,Cyclical
DIOD,Semiconductors,Technology,4949 Hedgcoxe Road,Suite 200,Plano,75024,TX,,,0000029002,US2545431015,254543101,diodes.com,Cyclical
DIS,Entertainment,Communication Services,500 South Buena Vista Street,,Burbank,91521,CA,,,0001744489,US2546871060,254687106,thewaltdisneycompany.com,Cyclical
DISH,Telecom Services,Communication Services,9601 South Meridian Boulevard,,Englewood,80112,CO,,,0001001082,US25470M1099,25470M109,dish.com,Cyclical
DKNG,Gambling,Consumer Cyclical,222 Berkeley Street,5th Floor,Boston,02116,MA,,,0001883685,US26142R1041,26142V105,draftkings.com,Cyclical
DKS,Specialty Retail,Consumer Cyclical,345 Court Street,,Coraopolis,15108,PA,,,0001089063,US2533931026,253393102,dickssportinggoods.com,Cyclical
DLB,Specialty Business Services,Industrials,1275 Market Street,,San Francisco,94103-1410,CA,,,0001308547,US25659T1079,25659T107,dolby.com,Cyclical
DLO,Software - Infrastructure,Technology,Dr. Luis Bonavita 1294,,Montevideo,11300,,,,0001846832,KYG290181018,G29018101,dlocal.com,Cyclical
DLR,REIT - Specialty,Real Estate,"5707 Southwest Parkway, Building 1",Suite 275,Austin,78735-6213,TX,,,0001297996,US2538681030,253868103,digitalrealty.com,Cyclical
DLTR,Discount Stores,Consumer Defensive,500 Volvo Parkway,,Chesapeake,23320,VA,,,0000935703,US2567461080,256746108,dollartree.com,Defensive
DNA,Biotechnology,Healthcare,27 Drydock Avenue,8th Floor,Boston,02210,MA,,,0001830214,US37611X1000,37611X100,ginkgobioworks.com,Defensive
DNB,Financial Data & Stock Exchanges,Financial Services,5335 Gate Parkway,,Jacksonville,32256,FL,,,0001799208,US26484T1060,26484T106,dnb.com,Cyclical
DNLI,Biotechnology,Healthcare,161 Oyster Point Boulevard,,South San Francisco,94080,CA,,,0001714899,US24823R1059,24823R105,denalitherapeutics.com,Defensive
DNP,Asset Management,Financial Services,10 South Wacker Drive,19th Floor,Chicago,60606,IL,,,0000806628,,23325P104,dnpselectincome.com,Cyclical
DNUT,Grocery Stores,Consumer Defensive,2116 Hawkins Street,,Charlotte,28203,NC,,,0001857154,US50101L1061,50101L106,krispykreme.com,Defensive
DOC,REIT - Healthcare Facilities,Real Estate,"309 N. Water Street, Seventh Floor",Suite 500,Milwaukee,53202-5772,WI,,,0001574540,US71943U1043,71943U104,docreit.com,Cyclical
