Code,Name,Naics1,Nacis2,Duns,Website
2794,Firestone Walker Inc,312120,,12-464-5784,firestonebeer.com
2795,Old Frito-Lay Inc,311919,311821,00-732-6879 - Archived Record,
2796,South Coast Nuclear Medicine,923130,,84-256-6713 - Archived Record,
2797,House of Wyoming Valley Inc,712190,712110,02-332-0047,
2798,Icibinding Corporation,323120,,19-457-5619 - Archived Record,
2799,Georgian American Alloys Inc,212230,,03-120-9304 - Archived Record,
2800,Monument Cthedral Holdings Inc,513199,541860,07-264-1236,theagora.com
2801,Lexmark International Inc,334118,423690,62-333-1717,lexmark.com
2802,Fyffes Inc,111339,561110,83-789-7602 - Archived Record,fyffes.us
2803,Cole Financial Services Inc,561410,541611,14-734-7520,
2804,Laddawn Inc,326111,326113,08-004-7467,blog.laddawn.com
2805,Vascular Access Ctr Washngton,621310,,00-528-7527 - Archived Record,
2806,Modine Manufacturing Company,332410,336390,00-609-2555,modine.com
2807,Deublin Company LLC,332996,332912,00-518-0195,deublin.com
2808,Novinium Inc,236118,,13-430-6138 - Archived Record,novinium.com
2809,CCL Label Inc,323111,332431,15-416-3414 - Archived Record,
2810,Attorneys Title Fund Svcs LLC,541191,,83-118-9084,thefund.com
2811,Gca Services Group Inc,561720,,13-350-1127,gcaservices.com
2812,Fisher Scientific Company LLC,423490,424690,00-432-1519 - Archived Record,fishersci.com
2813,Coleman Company Inc,339920,,78-744-9438 - Archived Record,newellbrands.com
2814,Merillat LP,337110,,96-364-2491 - Archived Record,adrianbulldogs.com
2815,Lamb Weston Inc,311999,,80-124-2202 - Archived Record,lambweston.com
2816,RE Services LLC,722330,454210,80-526-7325 - Archived Record,
2817,Colleen Strawberries Inc,111333,,82-823-7367,colleenstrawberries.com
2818,Electric Glass Fiber Amer LLC,325510,,04-870-5235,negamerica.com
2819,Ghirardelli Chocolate Co,445292,311351,60-884-1342,ghirardelli.com
2820,Goulston Technologies Inc,325613,,00-104-7786 - Archived Record,
2821,N Rolls-Ryce Amer Holdings Inc,423860,561110,07-280-2317,rrnmi.com
2822,Highland Homes Ltd,236115,236117,15-153-3726 - Archived Record,highlandhomes.com
2823,ABC Cable Networks Group,515111,515120,10-307-1247 - Archived Record,abc7chicago.com
2824,Professional Bldg Systems Inc,321992,236115,15-813-4937,pbsmodular.com
2825,Advanced Metals Group LLC,331524,331511,09-400-1315,advancedmetalsllc.com
2826,Hamilton Smith Shop Inc,811411,423710,04-312-3769,southern-tool.com
2827,2023 Holdings LLC,332913,423720,00-115-5159,elliottkieffer.com
2828,Ticket City Inc,711410,459420,80-977-5521,ticketcity.com
2829,Computer Sciences Corporation,541513,518210,00-958-1091,dxc.com
2830,Nazdar Company,325910,,00-523-3960,nazdar.com
2831,Elder Affairs Florida Dept,923130,921110,87-938-3321 - Archived Record,
2832,Colo Dept Regulatory Agencies,926150,,87-804-1623 - Archived Record,
2833,Acl Transportation Svcs LLC,483211,,78-267-3045 - Archived Record,
2834,Robindale Energy Services Inc,423520,,10-682-8085,robindale.energy
2835,Bo Dean Co Inc,212311,324121,18-904-7947,bodeancompany.com
2836,Minute Transfer Inc,811210,,08-042-3315,
2837,USI Legend Parent Inc,238310,238290,08-122-8344 - Archived Record,topbuild.com
2838,Logical Landscape,212113,541320,18-266-1454 - Archived Record,logicallandscapes.com
2839,Totalenergies Holdings USA Inc,213112,211120,03-781-0702,totalpetrochemicalsusa.com
2840,Bae Systems Inc,334511,336413,78-642-9894 - Archived Record,
2841,Maxcess International Corp,333243,333993,60-245-4944,maxcessintl.com
2842,Lehigh Hanson Ecc Inc,327310,,00-238-9625 - Archived Record,
2843,Fishers Island Ferry District,483212,,04-623-6634,fiferry.com
2844,Shipston Alum Tech Intl Inc,331524,,96-879-4805 - Archived Record,buschegroup.com
2845,Bradford Soap Intl Inc,325611,,78-557-1212,bradfordsoap.com
2846,St Cloud Mining Company,212393,236210,04-693-4329 - Archived Record,stcloudmining.com
2847,Deufol Sunman Inc,322130,,15-067-5171 - Archived Record,
2848,Viacom Inc,515210,512110,61-533-5358 - Archived Record,mtv.com
2849,Echoing Hills Village Inc,611620,623110,07-500-2865,ehvi.org
2850,Innerworkings Inc,561990,323111,10-135-4012,hhglobal.com
2851,Howmet Holdings Corporation,331512,333517,00-657-5799,arconic.com
2852,W Atlee Burpee Company,111422,459999,05-326-7225,burpee.com
2853,Flynn America LP,238160,,03-244-3928,flynncompanies.com
2854,Crown Cork & Seal Usa Inc,332431,332119,00-228-2341 - Archived Record,
2855,Provest LLC,541199,541511,80-022-2713 - Archived Record,
2856,Arctic Glacier USA Inc,312113,,07-983-3055,arcticglacier.com
2857,Aerojet Rcketdyne Holdings Inc,334511,336415,00-131-6330,aerojetrocketdyne.com
2858,Redrock Partners LLC,448310,453310,79-630-4947 - Archived Record,
2859,Cactus Operating LLC,112112,,83-204-8040 - Archived Record,cactusfeeders.com
2860,Nashville Ballet,711120,611610,62-182-9290,nashvilleballet.com
2861,Universal Engraving Inc,323120,,12-131-8679,universalengraving.com
2862,US Investigations Services LLC,561611,,62-660-5773 - Archived Record,
2863,Royal Westlake Roofing LLC,238160,327390,00-222-8711,boralroof.com
2864,Cdrsvm Holding LLC,561720,,07-935-0068 - Archived Record,
2865,Lehigh Cement Company LLC,327310,327320,00-131-6355,lehighhanson.com
2866,Imlers Poultry Inc,424440,424470,01-403-5752 - Archived Record,
2867,Veco Corporation,238220,237120,04-156-7595 - Archived Record,
2868,Action Products Inc,325212,316110,06-754-3058,actionproducts.com
2869,Burroughs Payment Systems Inc,423490,,83-322-8773,
2870,Weight Wtchers of Mddle E Tenn,812191,,07-537-8638 - Archived Record,wwofmiddleeasttn.com
2871,Riviana International Inc,311211,311212,05-718-5084 - Archived Record,riviana.com
2872,Funko LLC,423920,,62-150-7313 - Archived Record,
2873,Nstar Electric Company,221122,221210,00-695-1552 - Archived Record,eversource.com
2874,Bowl New England Inc,713950,,08-911-7741,sparetimeentertainment.com
2875,Thyssnkrupp Elev Americas Corp,811490,333921,01-956-3621 - Archived Record,thyssenkruppelevator.com
2876,American Dental Partners Inc,813920,541611,95-688-0587 - Archived Record,amdpi.com
2877,Nabors Well Services Co,213112,,00-571-7228,nabors.com
2878,Fancor Inc,333997,811310,18-668-6754 - Archived Record,fairbanks.com
2879,Metro Storage LLC,531130,,01-806-0942,metro-storage.com
2880,Econo Lube NTune LLC,811191,811118,96-858-0295 - Archived Record,
2881,Meals On Wheels People,624210,,08-262-3919,mowp.org
2882,Pass & Seymour Inc,335931,443142,00-222-8799 - Archived Record,legrand.us
2883,Quaker Oats Company,312111,311230,00-131-6439,quakeroats.com
2884,Belcampo Group Inc,112990,311611,04-060-1639,belcampo.com
2885,Mine Safety Appliances Co LLC,339113,334516,00-432-1865 - Archived Record,msasafety.com
2886,Waste Management Texas Inc,562920,,85-872-1285,wm.com
2887,ABS Global Inc,115210,541714,83-505-3570,absglobal.com
2888,Recology Inc,562119,,02-117-3729,recology.com
2889,Thales Usa Inc,423690,333310,08-895-6800,thalesgroup.com
2890,Hudson Technologies Inc,811412,423740,78-261-9647 - Archived Record,hudsontech.com
2891,City Optical Co Inc,423460,423490,01-639-7267,drtavel.com
2892,Gerald Holdings LLC,523140,,07-849-1499 - Archived Record,gerald.com
2893,Nishikawa of America Inc,326299,,60-535-3267 - Archived Record,
2894,Space Exploration Tech Corp,336414,,12-040-6462,spacex.com
2895,Embassy of The Peoples Democ,928120,,00-968-8754 - Archived Record,
2896,Maxim Crane Works Holdings Inc,532412,532490,36-218-2185 - Archived Record,cranerental.com
2897,Madison Square Garden Spt Corp,711310,,07-994-0571,msg.com
2898,Perma-Pipe Intl Holdings Inc,334416,333413,60-621-1977,permapipe.com
2899,Costa Cruise Lines NV LLC,483112,,62-247-3478 - Archived Record,
2900,Bayport Polymers LLC,325212,,08-101-3961 - Archived Record,
2901,Xylem Inc,333914,,96-884-8734,xyleminc.com
2902,Rincon Band of Luiseno,921150,,07-054-8649 - Archived Record,
2903,Immunarray Usa Inc,325413,,07-945-7589 - Archived Record,
2904,Yokogawa Usa Inc,238290,334513,95-645-1371,flowyokogawa.com
2905,Bryn-Alan Studios Inc,541921,,03-276-6180,
2906,Inter American Products Inc,311920,311942,14-804-5701,interamericanproducts.com
2907,Blackrock Instnl Tr Nat Assn,525910,,14-992-4094 - Archived Record,blackrock.com
2908,Elior Inc,722310,,95-709-5404,elior-na.com
2909,Omnicare Inc,424210,423450,05-643-3907 - Archived Record,omnicare.com
2910,Duke Energy Business Svcs LLC,221122,486210,83-076-0216 - Archived Record,
2911,Behr Process Corporation,325510,,96-256-9575,behr.com
2912,Glassbridge Enterprises Inc,334613,334112,93-358-8691 - Archived Record,
2913,Capitol Bus Lines Inc,487110,,10-189-0994 - Archived Record,
2914,Abt Inc,327332,325211,60-578-2713,abtdrains.com
2915,Core Laboratories LP,213112,,87-820-3033 - Archived Record,
2916,E D P University of PR Inc,611420,611410,09-019-1313,edpuniversity.edu
2917,Smith Gardens Inc,111421,,02-181-7895,smithgardens.com
2918,Opus Solutions LLC,541410,812990,07-999-4351,opusagency.com
2919,Roaring LLC,721191,,03-442-9964,redlioninn.com
2920,Lee Masonry Products Inc,327331,423320,05-004-7448 - Archived Record,leebp.com
2921,Foundation Building Mtls Inc,423310,423330,08-053-1055,fbmsales.com
2922,Aggregate Industries - Mwr Inc,327320,324121,62-225-8929 - Archived Record,aggregatemn.com
2923,Modular Space Corporation,532490,236220,16-951-3108 - Archived Record,willscot.com
2924,Pizza Hut Inc,722513,,09-770-4928 - Archived Record,carolinapizzahuts.com
2925,Axcelis Technologies Inc,333242,334519,16-044-3177,axcelis.com
2926,Crystal Clear Imaging LLC,541922,,12-947-6565 - Archived Record,
2927,Childnet Inc,624110,,13-972-7221,childnet.us
2928,Houston Training School Inc,611511,,17-407-4948 - Archived Record,houstontrainingschools.net
2929,Los Angeles Cmnty College Dst,611210,,07-226-6174,laccd.edu
2930,Burlington Stores Inc,455110,459999,07-913-5721,burlington.com
2931,Mosaic Global Sales LLC,325312,,07-956-5069 - Archived Record,
2932,Dunkin Brands Group Inc,445291,445298,96-858-0550,dunkinbrands.com
2933,Bob Sumerel Tire Co Inc,326212,423130,04-457-3343,bobsumereltire.com
2934,Rose Printing Company Inc,323117,323111,00-405-3773 - Archived Record,
2935,Hokto Kinoko Company,111411,,95-790-0561,hokto-kinoko.com
2936,Apct Inc,334412,,15-470-0715 - Archived Record,apctinc.com
2937,Spencer Quarries Inc,212319,333120,08-020-9117 - Archived Record,
2938,Tacony Corporation,335210,,03-110-2627 - Archived Record,tacony.com
2939,Tampa Bay Systems Sales Inc,811412,423730,07-999-4455,tampabaytrane.com
2940,Federal Reserve Bank Atlanta,521110,,18-121-2879,atlantafed.org
2941,Furnished Quarters LLC,721310,,06-255-2257 - Archived Record,furnishedquarters.com
2942,Clorox Sales Company,423850,,83-940-0975,thecloroxcompany.com
2943,Rent-A-Center Inc,532490,533110,61-275-9738,rentacenter.com
2944,Snack Alliance Inc,311919,,96-074-5032 - Archived Record,shearers.com
2945,Upper Missouri G & T Elc Coop,221121,,07-140-7548 - Archived Record,
2946,Farmers Co-Operative Elev Co,115114,,79-759-3386 - Archived Record,
2947,Fujifilm Holdings America Corp,423410,423690,62-220-5383,fujifilm.com
2948,Ticketscom LLC,711410,513210,80-982-9778,provenue.tickets.com
2949,Welch Packaging Group Inc,322212,,03-185-4032 - Archived Record,
2950,Sfo Airporter Inc,485999,485510,08-584-4348 - Archived Record,compasstransportation.net
2951,Dfc Global Corp,522390,522291,80-762-9399,westernunion.com
2952,Sonoma-Cutrer Vineyards Inc,111332,312130,07-462-7688,sonomacutrer.com
2953,Asa College Inc,611410,611420,96-396-5199,asa.edu
2954,M&M Manufacturing Inc,332322,,00-802-5355 - Archived Record,mmmfg.com
2955,SES Americom Inc,517410,,08-198-0286,ses.com
2956,Post Consumer Brands LLC,311230,,00-625-4312 - Archived Record,postconsumerbrands.com
2957,R J Van Drunen & Sons Inc,311423,311411,02-584-3244 - Archived Record,vandrunenfarms.com
2958,Walden University LLC,611410,,07-698-9144 - Archived Record,waldenu.edu
2959,Dex Imaging Inc,423420,,13-038-9112 - Archived Record,
2960,Sanrio Inc,451120,423920,08-385-8696 - Archived Record,
2961,Department Veterans Affairs,923140,,02-439-4214 - Archived Record,
2962,Saudi Refining Inc,424720,,19-988-9577 - Archived Record,aramcoservices.com
2963,Lendingtree Inc,522310,531210,82-818-4429,my.lendingtree.com
2964,Western Nevada Supply Co,423720,423820,03-496-6879 - Archived Record,goblueteam.com
2965,General McRocircuits - E W LLC,334412,,02-138-8798,gmimfg.com
2966,Zachry Construction Corp,237110,237310,80-365-8017 - Archived Record,zachryconstructioncorp.com
2967,Roust Corporation,424820,424810,02-611-1612 - Archived Record,
2968,Audubon Society of RI,114210,,07-570-1128 - Archived Record,asri.org
2969,Crowley Petroleum Dist Inc,424710,,79-882-7874 - Archived Record,
2970,Valiant Global Def Svcs Inc,624310,541330,80-231-6315 - Archived Record,cubic.com
2971,Candlelight Inv Holdings,541890,,07-972-6256,
2972,Fte Networks Inc,517919,517911,60-862-7407 - Archived Record,
2973,Aeroflow Inc,446199,,01-913-4753 - Archived Record,
2974,Pcs Phosphate Company Inc,212392,212391,00-131-6884 - Archived Record,nutrien.com
2975,Tornado Bus Company,485510,,87-455-3878,tornadobus.com
2976,Cordish Company USA,237210,,12-207-0576,cordish.com
2977,Marjam Supply Co Inc,444130,423310,09-577-3107 - Archived Record,marjam.com
2978,St Jhns Well Child Fmly Ctr I,621210,621111,93-085-1936,wellchild.org
2979,Electric Pwr Bd of The Mtro Gv,221112,,07-537-9156,nespower.com
2980,Silberline Mfg Co Inc,325130,325180,00-239-0284,silberline.com
2981,Transworld Systems Inc,561440,,06-303-5471,tsico.com
2982,Cognizant Tech Solutions Corp,541511,541512,79-990-1301,cognizant.com
2983,Dayton Ballet Association,711120,,09-389-4756 - Archived Record,
2984,Backcountrycom LLC,423910,517311,62-113-2187 - Archived Record,backcountry.com
2985,HM Dunn Aerosystems Inc,336412,,07-940-4329 - Archived Record,
2986,Graceland Fruit Inc,311423,311411,06-587-9918 - Archived Record,
2987,Ebags LLC,448320,,05-219-4508 - Archived Record,ebags.com
2988,Sensoryeffects Inc,311942,,80-923-9622 - Archived Record,sensoryeffects.com
2989,Npi Holding Corp,326130,326199,08-020-9365 - Archived Record,nudo.com
2990,Permasteelisa North Amer Corp,238150,238990,61-179-3936,permasteelisagroup.com
2991,Post Group Inc,512191,512110,07-532-5563,postgroup.com
2992,Danone Us LLC,311511,,05-745-4019,dannon.com
2993,Ace Grease Service Inc,311613,,94-743-5525 - Archived Record,acegrease.com
2994,Cenveo Corporation,322230,323111,00-705-9488 - Archived Record,
2995,Cliftonlarsonallen LLP,541613,541511,07-763-3311,blogs.claconnect.com
2996,Aak USA Inc,311225,,60-197-2656,aak.com
2997,Honeywell Spclty Wax Addtves I,324199,424690,62-306-4300,honeywell.com
2998,Reald Inc,512110,,16-747-4076 - Archived Record,
2999,Sybron Dental Specialties Inc,339114,325412,80-972-2689,kerrdental.com
3000,National Healthcare Corp,623311,621610,06-910-0097,nhccare.com
3001,Independent Order Odd Fellows,813410,,10-849-2638,mnoddfellows.org
3002,Institute For Applied Behavior,621330,561110,13-012-0967,iaba.com
3003,Helm Paint and Supply Inc,444120,424950,05-251-6606 - Archived Record,helmpaint.com
3004,Intrado Corporation,561422,513210,96-412-6445,intrado.com
3005,SCI Funeral Services NY Inc,812210,,62-113-2307,sbfuneralhome.com
3006,Standard Drywall Inc,238310,,02-943-9247 - Archived Record,
3007,Bae Systems Holdings Inc,335999,336413,87-686-1790,baesystems.com
3008,Dart Container Corp PA,326140,,00-652-2890 - Archived Record,dartcontainer.com
3009,Dorel Home Furnishings Inc,337122,,08-439-5607,ameriwoodhome.com
3010,County Line Chiropractic Ctr,621310,,86-945-5576 - Archived Record,countylinechiro.com
3011,Assura Windows and Doors LLC,327211,,08-053-1493 - Archived Record,assurawindows.com
3012,Alliance Truss LLC,321215,,96-348-2455,alliancelumber.com
3013,Lauderdale Meats Inc,445210,424490,79-727-1723 - Archived Record,
3014,Scales NW LLC,333997,423440,09-700-7678 - Archived Record,
3015,Lexisnexis Risk Assets Inc,524298,519290,15-293-0061,elsevier.com
3016,Sopwith Farms Inc,111160,,01-097-7403,
3017,Lincoln Electric Company,333992,,07-178-3596 - Archived Record,lincolnelectric.com
3018,Process Displays LLC,337212,337215,00-625-4601,pdinstore.com
3019,Emerson Climate Tech Inc,333415,,00-426-8884 - Archived Record,emerson.com
3020,Neighborhood Reinvestment Corp,813910,,09-636-3700 - Archived Record,neighborworks.org
3021,National Association Realtors,813910,513120,04-757-9214,nar.realtor
3022,New Economics For Women,624229,,19-768-9474,neweconomicsforwomen.org
3023,Leoni Wiring Systems Inc,335931,561110,87-686-1881,leoni.com
3024,Nefab Companies Inc,321920,321920,07-838-4841,nefab.com
3025,Twist Inc,332613,333517,05-648-8174 - Archived Record,
3026,Stv Group Incorporated,541310,541330,04-452-0146,stvinc.com
3027,Kaplan Early Learning Company,459410,,07-156-8984,kaplanco.com
3028,Bank of New York Mellon Corp,522110,,05-155-0713 - Archived Record,
3029,A Caring Doctor Minnesota PA,541940,423450,06-856-3571,
3030,Noco Incorporated,324191,551112,83-124-3857 - Archived Record,
3031,Black & Decker Corporation,333243,333517,00-131-7189,blackanddecker.com
3032,Exlservice Holdings Inc,561422,,12-690-1029 - Archived Record,opiglobal.com
3033,Centex Real Estate Corporation,236115,,95-800-8419 - Archived Record,
3034,Integer Holdings Corporation,334416,335912,17-874-4632 - Archived Record,
3035,Trammell Crow Centl Texas Ltd,523920,237210,82-469-6355 - Archived Record,trammellcrow.com
3036,Douglas Autotech Corporation,336330,561311,60-685-6706 - Archived Record,douglasautotech.com
3037,Wayne County Airport Authority,488119,,14-230-3861,wcaa.us
3038,Nextel Finance Company,517312,551112,60-401-2294 - Archived Record,
3039,Feldmeier Equipment Inc,332420,,00-222-9599 - Archived Record,feldmeier.com
3040,Husg Auth of E Btn Rge Prs,925110,,88-389-2531 - Archived Record,
3041,Clean Hrbors Es Indus Svcs Inc,238990,,16-140-9818,cleanharbors.com
3042,Bell Laboratories Inc,325320,,06-351-8831,belllabs.com
3043,Power Resources Inc,212291,,60-583-7061 - Archived Record,
3044,Baker Hughes A GE Company LLC,333132,333914,17-498-7909 - Archived Record,bhge.com
3045,Electric RES & Mfg Coop Inc,335311,,05-868-8698,ermco-eci.com
3046,Swanson Group Mfg LLC,321211,,12-545-2081 - Archived Record,swansongroup.biz
3047,Sirius Computer Solutions Inc,541512,423430,00-416-1712 - Archived Record,
3048,Xynergy Holdings Inc,511191,453220,10-795-6216 - Archived Record,
3049,Mary Kay Inc,454390,,04-999-4452 - Archived Record,marykay.com
3050,Bama Companies Inc,311211,311812,00-722-0817,bama.com
3051,Eastbiz Corporation,532284,423910,01-511-0060 - Archived Record,
3052,Freres Lumber Co Inc,321212,321113,00-904-5543,frereswood.com
3053,Southeast Wood Treating Inc,321113,321114,03-748-9747,southeastforestproducts.com
3054,Inoac Usa Inc,326160,336390,15-137-3891,inoacusa.com
3055,Baker Drywall Partnership LLP,238310,,83-167-3335 - Archived Record,bakertriangle.com
3056,Pacificare Health Systems LLC,621610,524114,96-385-8378,unitedhealthgroup.com
3057,Sucro Can Sourcing LLC,424590,424490,07-951-2058,sucro.us
3058,Lynn Community Health Inc,621420,,03-083-4915 - Archived Record,
3059,Federal Cartridge Company,332992,339920,00-625-4833,federalpremium.com
3060,Prospect Brands LLC,541490,,05-176-5561 - Archived Record,
3061,Tennessee Centerstone Inc,621420,,02-283-8358 - Archived Record,
3062,Purchase Area Development Dst,925120,,07-022-7475 - Archived Record,
3063,McC Holdings Inc,332911,811310,19-758-2369 - Archived Record,craneenergy.com
3064,Ssab Enterprises LLC,423510,,96-359-0096 - Archived Record,ssab.com
3065,Star Kay White Inc,311930,,00-137-1053 - Archived Record,
3066,Stulz Investment Corp America,334512,,07-876-0761,stulz-ats.com
3067,True2form Col Ctrs LLC,811121,,12-743-7916 - Archived Record,
3068,Federal Home Loan Bank NY,522298,,08-042-4484 - Archived Record,fhlbny.com
3069,Healthcare Information & Manag,621991,,80-907-9064 - Archived Record,
3070,National Office Furniture Inc,337211,,13-913-7611 - Archived Record,
3071,Bae Systems Ship Repair Inc,336611,336612,04-355-4364,virginiashiprepair.org
3072,Eair LLC,221330,,11-246-4487,eairllc.com
3073,Mapleside Valley LLC,111331,111332,04-494-9766,mapleside.com
3074,24 Hour Fitness Worldwide Inc,713940,,02-611-2198,lafitness.com
3075,AAA Club Alliance Inc,561599,524126,04-452-0435 - Archived Record,
3076,Curtiss-Wright Surfc Tech LLC,332811,,08-112-2220,cwst.com
3077,Maverick Tube Corporation,331210,,08-691-8398,tenaris.com
3078,Bolthouse Holding Corp,111219,311991,06-308-9673 - Archived Record,
3079,Roost Potato Company Inc,111211,112112,09-931-5780 - Archived Record,intermountainbeef.com
3080,Lamers Bus Lines Inc,485410,485510,06-545-1080,golamers.com
3081,Hanesbrands Inc,315120,315250,62-145-4722,hanes.com
3082,La Petite Holdings Corp,624410,,07-833-1475 - Archived Record,learningcaregroup.com
3083,Zeotech Corporation,212325,327992,19-758-2455 - Archived Record,zeotechcorp.com
3084,Southwire Inc,331315,335932,19-522-1056,southwire.com
3085,Steinway Inc,339992,451140,05-858-1554 - Archived Record,
3086,Human Genome Sciences Inc,541714,325412,79-705-7437 - Archived Record,gsk.com
3087,W O Grubb Steel Erection Inc,238120,532412,00-979-7085 - Archived Record,
3088,Radnet Inc,621512,,82-507-2317,radnet.com
3089,Starwood Htls & Rsrts Wrldwde,721110,561110,03-775-8281 - Archived Record,marriott.com
3090,Longyear Holdings Inc,213115,333131,83-156-6187,boartlongyear.com
3091,Western Exterminator Company,561710,,00-598-6666,westernexterminator.com
3092,Bradken Inc,331513,331511,14-187-4821,bradken.com
3093,La Boit Specialty Vehicles,336112,336211,13-189-2523 - Archived Record,laboit.com
3094,Lutron Electronics Co Inc,335314,,00-239-0912 - Archived Record,
3095,Graphic Packaging Holding Co,322130,326112,94-378-6657,graphicpkg.com
3096,Village Farms LP,111219,,93-069-1592,villagefarms.com
3097,Impact Drafting & Design,541340,,00-459-1330,impactdrafting.com
3098,Kelleys Isle Ferry Boat Lines,483212,,78-997-3310 - Archived Record,
3099,Hyundai Translead,332420,336212,61-453-1622,hyundaitranslead.com
3100,Medecins Sans Frontieres USA,813319,561320,80-151-1999,doctorswithoutborders.org
3101,Providence St Joseph Health,446110,,08-037-0983 - Archived Record,psjhealth.org
3102,Crandall Farms Inc,112111,,02-825-9062 - Archived Record,
3103,Carters Inc,315250,315250,16-006-8433,carters.com
3104,Dgm Services Inc,488991,,01-151-4572 - Archived Record,dgm-usa.com
3105,Northern Metals LLC,331492,,01-999-4167 - Archived Record,
3106,Detroit Desl Rmnufacturing LLC,333618,,85-845-4101 - Archived Record,detroitreman.com
3107,Active Aero Group Inc,481219,,61-163-3566 - Archived Record,
3108,Amports Inc,488320,,94-647-0127,amports.com
3109,Lodging Rlj Trust L P,721199,,96-842-0468 - Archived Record,rljlodgingtrust.com
3110,Grass Burr Inc,111140,111150,60-878-9157,
3111,Vertiv Group Corporation,334419,333415,08-047-8364 - Archived Record,
3112,Keysight Technologies Inc,334513,334519,07-929-7662,keysight.com
3113,Gojo Industries Inc,325612,333914,00-416-2038,gojo.com
3114,GNC Holdings Inc,446191,,79-576-9541 - Archived Record,gnc.com
3115,Neptune Technology Group Inc,334514,,00-909-9537,neptunetg.com
3116,Advantel Incorporated,811211,453998,15-346-7279 - Archived Record,
3117,Progressive Life Center Inc,621330,813410,11-262-5702,progressivelifecenter.org
3118,Acadia Healthcare Company Inc,621498,622210,96-874-2507,acadiahealthcare.com
3119,Core-Mark Midcontinent Inc,424940,424410,15-105-2214,core-mark.com
3120,Van Explorer Company Inc,336213,,01-650-5786,explorervan.com
3121,Sun State Intl Trcks LLC,811121,441110,07-173-0477 - Archived Record,
3122,Magid Glove Safety Mfg Co LLC,316990,315250,00-518-1789,
3123,Malleys Candies,445292,445298,01-779-3845,malleys.com
3124,Long Island Yellow Cab Corp,485310,,04-446-6993,longislandexchange.com
3125,Wilian Holding Company,332322,,17-439-7968,efcoforms.com
3126,Lyons Industries Inc,326191,,04-639-9069,lyonsindustries.com
3127,Venture Logistics LLC,488490,,02-804-4514 - Archived Record,
3128,Schwarz Partners LP,322299,,04-677-4753,schwarzpartners.com
3129,Tutle & Tutle Trucking Inc,484220,,13-860-1229 - Archived Record,
3130,Magnetic Ticket & Label Corp,322299,,02-353-6386 - Archived Record,mtlcard.com
3131,Automted Rsource MGT Assoc Inc,541519,541690,62-510-4419 - Archived Record,armainc.com
3132,Moody Company,111140,111160,61-683-9502,
3133,Redman Communications Inc,517410,517911,78-380-1603 - Archived Record,
3134,Ddk Pine Haven LLC,113210,,08-015-6455 - Archived Record,
3135,Prime Educatn Training USA Ltd,611630,,00-630-8869 - Archived Record,kingseducation.com
3136,Lockheed Martin Aircraft Ctr,336411,488119,11-917-3318 - Archived Record,
3137,Carilion Fmly Medicine Radford,621111,,11-047-9060 - Archived Record,carilioncosmetic.com
3138,Affinion Group LLC,813990,541618,61-195-5704 - Archived Record,cxloyalty.com
3139,Mike Hall Chevrolet Inc,441110,,00-190-8086 - Archived Record,
3140,Liqui-Box Flexibles LLC,326112,,00-861-6625,rapak.com
3141,Housing Auth of The Cy Mrietta,925110,,87-992-1567 - Archived Record,
3142,Keurig Green Mountain Inc,311920,445298,03-770-4855,keurigdrpepper.com
3143,Javine Ventures Inc,423730,238210,07-752-6739 - Archived Record,varitecsolutions.com
3144,Penhall International Corp,238910,238110,07-446-7648,penhall.com
3145,Fairfax Materials Inc,212311,,00-437-6844 - Archived Record,
3146,Techo-Bloc Corp,327331,,14-402-1776,techo-bloc.com
3147,Seven Counties Services Inc,813212,621112,04-419-8729,sevencounties.org
3148,Continental Graphics Corp,541430,561110,15-158-9009,cdgnow.com
3149,Peabody Holding Company LLC,212111,212112,09-266-1230 - Archived Record,peabodyenergy.com
3150,Lifecell Corporation,325414,,15-722-4205 - Archived Record,
3151,VT San Antonio Aerospace Inc,811310,,12-158-8458 - Archived Record,
3152,Weaver Popcorn Mfg Inc,424450,484121,00-604-0604,popweaver.com
3153,Corporacion Azucarera De PR,311314,,09-040-7180,
3154,Douglas Dynamics Inc,333120,,96-214-1466,douglasdynamics.com
3155,United Auburn Indian Community,921150,,93-326-7924 - Archived Record,
3156,Enterprise Services LLC,518210,541511,04-666-7523 - Archived Record,
3157,Compt Myld Cent Pay Divis,922130,,87-992-1633 - Archived Record,
3158,Security Hlth Plan Wscnsin Inc,621491,,80-017-0532,securityhealth.org
3159,Revolution Marketing LLC,711320,,62-413-8496 - Archived Record,revolutionworld.com
3160,Sunrise Coal LLC,212112,,19-828-0500 - Archived Record,sunrisecoal.com
3161,Fresh Beginnings LLC,541890,311821,17-584-7151,freshbeginnings.com
3162,Juniper Networks Inc,334118,513210,94-679-2355,juniper.net
3163,UBS Financial Services Inc,523120,523930,00-695-3004 - Archived Record,ubs.com
3164,Institute Intl Educatn Inc,611710,,07-103-2973,iie.org
3165,Western Sugar Cooperative,311313,,13-972-8406,westernsugar.com
3166,Technisand Inc,212321,,78-213-8028 - Archived Record,fairmountsantrol.com
3167,Ggnsc Holdings LLC,623311,,05-557-6513 - Archived Record,goldenlivingcenters.com
3168,Sun Pacific Marketing Coop Inc,424480,,18-620-5170 - Archived Record,
3169,Cooper Industries LLC,335311,335313,18-148-2378 - Archived Record,cooperindustries.com
3170,Air Methods Corporation,621910,,10-849-3503,airmethods.com
3171,Century Theatres Inc,512132,,05-037-0733,cinemark.com
